name,neighbourhood_cleansed,room_type,price,review_scores_rating,price_log
Upper east haven,Upper East Side,Entire home/apt,175,100,5.165
Sunny and Spacious 1 Bedroom!,Prospect Heights,Entire home/apt,90,100,4.500
"Rooftop balcony, skylight PH 2 beds close to all",Elmhurst,Entire home/apt,168,100,5.124
The Harlem Mansion,Harlem,Entire home/apt,450,100,6.109
1 Bdr. Apt. in Ridgewood/Bushwick,Ridgewood,Entire home/apt,110,100,4.700
Sweet Sunny Prime Williamsburg,Williamsburg,Private room,60,100,4.094
Brownstone Studio with EVERYTHING,Park Slope,Entire home/apt,100,100,4.605
Private room & bath in modern apt,Williamsburg,Private room,130,100,4.868
"Cozy private room in Astoria, 15 min to Manhattan",Long Island City,Private room,70,100,4.248
Comfortable Greenpoint Apt. Short or Longer Stay,Greenpoint,Private room,70,100,4.248
New York City Luxury Building!,Upper West Side,Entire home/apt,120,100,4.787
Large 2 BR Apartment in Chelsea,Chelsea,Entire home/apt,200,100,5.298
Charming Upper West Side Apartment,Upper West Side,Entire home/apt,200,100,5.298
East Vlg 2 bdrm Private Apt - 1 Block to Union Sq,East Village,Entire home/apt,480,100,6.174
Spacious Duplex With Private Deck,Greenpoint,Entire home/apt,120,100,4.787
SPACIOUS Lower East Side DUPLEX 3 bed 2 ba COMFY,East Village,Entire home/apt,299,100,5.700
"Cozy, clean studio with a view!",Harlem,Entire home/apt,150,100,5.011
Large room in two-story brownstone,Prospect Heights,Private room,70,100,4.248
Large Room in Brooklyn w/ Office,Bedford-Stuyvesant,Private room,49,100,3.892
Big room with great natural light,Harlem,Private room,55,100,4.007
cool room in Bushwick loft,Williamsburg,Private room,55,100,4.007
Beautiful Airy Lower East Side Loft,Chinatown,Entire home/apt,250,100,5.521
Beautiful Architect Renovated Home,South Slope,Entire home/apt,399,100,5.989
"Large duplex in trendy Brooklyn, New York",Cobble Hill,Entire home/apt,198,100,5.288
Small One Bedroom BK - Quiet n Cute,Bedford-Stuyvesant,Entire home/apt,78,100,4.357
"3 Bedroom, 1st Fl, family apt.",Prospect Heights,Entire home/apt,200,100,5.298
East Village! Beautiful 2BD Apt.,East Village,Entire home/apt,300,100,5.704
Beautiful Spacious Ground Floor Apt,Bushwick,Entire home/apt,225,100,5.416
SoHo 2 Bedroom 2 Full Bath with Private Terrace,SoHo,Entire home/apt,650,100,6.477
SUPER HUGE ROOM IN GREENPOINT BK,Greenpoint,Private room,53,100,3.970
Modern & Bright Queen Bedroom,Upper East Side,Private room,65,100,4.174
Room in Bed Stuy - Full Bed,Bedford-Stuyvesant,Private room,45,100,3.807
Cozy  room at trendy Lower east side,Lower East Side,Private room,120,100,4.787
Charming Old-School Apartment 2,Clinton Hill,Private room,60,100,4.094
"Clean,quiet room near prospect park",Crown Heights,Private room,100,100,4.605
Large Apt in Theatre District,Hell's Kitchen,Private room,160,100,5.075
"Great room, 7 min from Manhattan!",Long Island City,Private room,45,100,3.807
A Bedroom in a Kosher Appartment,Rego Park,Private room,39,100,3.664
Clean & Quiet room in Bushwick,Bushwick,Private room,50,100,3.912
Stylish East Village One Bedroom Apartment,East Village,Entire home/apt,199,100,5.293
Cozy & Sunny Sage Room in Townhouse,Prospect Heights,Private room,99,100,4.595
UWS Bedroom with Rooftop Access!,Upper West Side,Private room,129,100,4.860
Artist Renovated Loft + Roof Garden,Bushwick,Entire home/apt,350,100,5.858
Big Room in the heart of Upper East,Upper East Side,Entire home/apt,300,100,5.704
Brooklyn Flavor Atelier,Williamsburg,Entire home/apt,140,100,4.942
Modern 1 BR in the East Village,East Village,Entire home/apt,120,100,4.787
Light-Drenched Private 1 Bedroom,Crown Heights,Private room,64,100,4.159
Charming Apartment in Crown Heights,Crown Heights,Entire home/apt,120,100,4.787
Private room (Uptown) Washington Heights,Washington Heights,Private room,40,100,3.689
Cool Apartment in Chinatown,Chinatown,Entire home/apt,120,100,4.787
Flatiron 1 Bedroom,Flatiron District,Private room,95,100,4.554
The studio on the park!,Fort Greene,Entire home/apt,150,100,5.011
NoLita Design Studio,Nolita,Entire home/apt,650,100,6.477
Charming Classic UWS Bedroom & Balcony,Upper West Side,Private room,100,100,4.605
Your own house in NYC,Bayside,Entire home/apt,290,100,5.670
Sunny and Homie BK Apartment,Crown Heights,Entire home/apt,120,100,4.787
Bright Studio heart of LES,Lower East Side,Entire home/apt,130,100,4.868
Lovely room in Astoria,Long Island City,Private room,70,100,4.248
Sunny luxurious loft Studio,West Village,Entire home/apt,235,100,5.460
Bright and Hip in Morningside,Harlem,Private room,95,100,4.554
Midtown West short term sublet,Hell's Kitchen,Private room,80,100,4.382
"HUGR 1BR+ in Sugar Hill, Harlem",Harlem,Entire home/apt,100,100,4.605
Private Greenpoint Studio Floor 1,Greenpoint,Entire home/apt,100,100,4.605
Cozy Apt 10 minutes to Central Park,Long Island City,Entire home/apt,130,100,4.868
Classic Lower East Side Apartment,East Village,Entire home/apt,130,100,4.868
Private Spacious Room with bathroom,Bedford-Stuyvesant,Private room,125,100,4.828
Brooklyn Studio apartment,Bedford-Stuyvesant,Entire home/apt,130,100,4.868
"Cozy, Comfy, City Living.",East Morrisania,Entire home/apt,120,100,4.787
Comfy 1 Bed 1 Bath - great location,Upper West Side,Entire home/apt,180,100,5.193
Luxury Tribeca Apartment w/Roofdeck,Civic Center,Entire home/apt,250,100,5.521
Lg Bedroom Trendy Williamsburg BK,Williamsburg,Private room,125,100,4.828
Spacious 3 bedroom on Prospect Park,South Slope,Entire home/apt,166,100,5.112
Cozy/Private Bdrm By Central Park!,Upper West Side,Private room,64,100,4.159
Room in East Williamsburg 1 Block from L Train,Williamsburg,Private room,35,100,3.555
Studio in central historical Harlem,Harlem,Entire home/apt,120,100,4.787
Sunny Park Slope Bedroom,Park Slope,Private room,60,100,4.094
Modern 1BR in Heart of Williamsburg,Williamsburg,Entire home/apt,215,100,5.371
Beautiful Room in Brownstone - Prime Location,Park Slope,Private room,58,100,4.060
Luxury apartment near Central Park,Midtown,Entire home/apt,260,100,5.561
Big Cozy Room,Bushwick,Private room,40,100,3.689
Comfortable private room in Harlem,Harlem,Private room,78,100,4.357
$500/wk 1br - 150ft2 - Dec 23-Jan 4,East Village,Private room,80,100,4.382
East Village Studio Like Room,East Village,Shared room,80,100,4.382
Brooklyn Brownstone duplex + garden,Bedford-Stuyvesant,Entire home/apt,159,100,5.069
Artistic Brooklyn Apartment,Bushwick,Private room,150,100,5.011
Brooklyn Brownstone with Backyard,Bushwick,Entire home/apt,89,100,4.489
Luxury Hip Brand New LES ROOM w/ Terrace!,Lower East Side,Private room,145,100,4.977
Luxury Doorman Apt in Midtown East!,Murray Hill,Private room,130,100,4.868
Bedroom in 4bed/1bath in Brooklyn!,Bedford-Stuyvesant,Private room,50,100,3.912
Ditmas Park Spacious Studio Apt,Flatbush,Entire home/apt,100,100,4.605
Lovely private bedroom,Bedford-Stuyvesant,Private room,63,100,4.143
Spacious Studio with rooftop in East Village,East Village,Entire home/apt,179,100,5.187
Beautiful Private Area in Flatbush,East Flatbush,Private room,50,100,3.912
Manhattan Getaway - LES,Lower East Side,Entire home/apt,189,100,5.242
Bohéme 1BR steps from Prospect Park,Flatbush,Entire home/apt,99,100,4.595
"Sunny, big room available in 3 BDRM",East Harlem,Private room,35,100,3.555
Welcome to our Luxury home,Financial District,Entire home/apt,200,100,5.298
Sunny Room Overlooking Harlem,Harlem,Private room,35,100,3.555
Huge private room with bathroom,Washington Heights,Private room,60,100,4.094
Brownstone@Central Park❤️Manhattan historic area,Upper West Side,Private room,120,100,4.787
Clean and Sunny Brooklyn apt!!,Bushwick,Entire home/apt,98,100,4.585
Great E.Village Apt. Best Location!,East Village,Private room,119,100,4.779
Private Room in New Bed-Stuy Lofts,Bedford-Stuyvesant,Private room,1600,100,7.378
South Slope Modern + Spacious with Outdoor Deck,Sunset Park,Private room,75,100,4.317
Authentic Brownstone New York Living,Bedford-Stuyvesant,Entire home/apt,350,100,5.858
cozy + bright room in BK!,East New York,Private room,55,100,4.007
Adorable Apartment in Financial District  NYC,Financial District,Entire home/apt,200,100,5.298
Bushwick Oasis,Bedford-Stuyvesant,Private room,64,100,4.159
Bright room in Williamsburg loft,Williamsburg,Private room,70,100,4.248
Bright double room in West Village,West Village,Private room,106,100,4.663
Large loft in Bushwick,Williamsburg,Private room,45,100,3.807
Stunning 1BR - SoHo Prime Location!,SoHo,Private room,125,100,4.828
1 room available for in midtown NYC,Midtown,Private room,70,100,4.248
Spacious Renovated Apt. in Harlem,Harlem,Private room,40,100,3.689
Sunny apartment in the heart of LIC,Long Island City,Entire home/apt,100,100,4.605
"Huge 1 bdr, convenient location!",Ditmars Steinway,Private room,85,100,4.443
"Large, sunny, quiet, 2 bed apt",Prospect Heights,Entire home/apt,75,100,4.317
Cozy bedroom in E. Village in July,Lower East Side,Private room,150,100,5.011
2 bed apartment 2 blocks from 42 st,Hell's Kitchen,Private room,150,100,5.011
Boutique apartment  by the Ocean,Sheepshead Bay,Entire home/apt,89,100,4.489
Cozy Bedroom in Williamsburg,Williamsburg,Private room,80,100,4.382
One bedroom available in Astoria,Long Island City,Private room,40,100,3.689
Big room in Clinton Hil near subway,Bedford-Stuyvesant,Private room,90,100,4.500
Chateau Ludlow,Lower East Side,Private room,120,100,4.787
~Sunny quiet apartment in Brooklyn~,Bedford-Stuyvesant,Entire home/apt,100,100,4.605
"Astoria 1 Bed, 2 Blocks to Train",Astoria,Entire home/apt,125,100,4.828
Room in the heart of Williamsburg!,Williamsburg,Private room,35,100,3.555
2 Bedroom in Heart of Williamsburg,Williamsburg,Entire home/apt,269,100,5.595
Furnished BR in a 2BR apt Gramercy,Gramercy,Private room,45,100,3.807
Chic apartment on Central Park West,Upper West Side,Entire home/apt,185,100,5.220
Amazing apartment available for a year to rent!,Upper West Side,Entire home/apt,120,100,4.787
Cozy Room in the LOWER EAST SIDE!,Lower East Side,Private room,97,100,4.575
Modern 1 Bdrm Apt in Mid Manhattan,Murray Hill,Entire home/apt,230,100,5.438
Spacious 1BR,Carroll Gardens,Entire home/apt,150,100,5.011
My Spacious & Comfy Home Away,Crown Heights,Entire home/apt,135,100,4.905
Spacious Graham Ave Room Aug 1 -21,Williamsburg,Private room,45,100,3.807
Big Cozy Room 2 Blocks From Trains,Sunset Park,Private room,47,100,3.850
PermaGO Bunk Bed in City Hall Shared Room#,Civic Center,Private room,79,100,4.369
Artists' Sunny 1-BR Apt in Astoria,Astoria,Entire home/apt,120,100,4.787
Beautiful Bedroom Manhattan (LES),Lower East Side,Private room,81,100,4.394
Charming Williamsburg 1 Bedroom,Williamsburg,Entire home/apt,100,100,4.605
Entire 1 Bedroom apartment,NoHo,Entire home/apt,245,100,5.501
Spacious NOMAD 1 BR for 4,Midtown,Entire home/apt,150,100,5.011
Manhattan Club sleeps 4,Midtown,Entire home/apt,386,100,5.956
Great spot in Lower East Side,Lower East Side,Entire home/apt,120,100,4.787
"French charm at Château Village, Greenwich Village",Greenwich Village,Private room,145,100,4.977
Hip & Trendy Williamsburg 2 BR 2BA Apartment,Williamsburg,Entire home/apt,109,100,4.691
Master Bedroom in Luxury Apartment,Williamsburg,Private room,80,100,4.382
Sunny apartment overlooking park,Crown Heights,Entire home/apt,105,100,4.654
BIG ROOM IN BEST LES LOCATION EVER,Lower East Side,Private room,88,100,4.477
Cozy room in 1bedroom apt,Astoria,Private room,37,100,3.611
Luxury Modern Brownstone Full Apt,Bedford-Stuyvesant,Entire home/apt,125,100,4.828
Private room in Nolita / SOHO,Nolita,Private room,80,100,4.382
Studio in Lincoln Sq - Columbus Cir,Upper West Side,Entire home/apt,140,100,4.942
East Village Two Bedroom,East Village,Entire home/apt,250,100,5.521
"Affordable, quiet, brownstone home",Bedford-Stuyvesant,Private room,79,100,4.369
"1 Bdrm quiet near Ditmars Blvd.  Shower, tub, cat.",Ditmars Steinway,Private room,65,100,4.174
Huge Lower East Side 2 Bedroom,Lower East Side,Entire home/apt,450,100,6.109
Sun filled Greenpoint 1 Bedroom with vintage feel,Greenpoint,Entire home/apt,120,100,4.787
East Village Penthouse With Rooftop,East Village,Private room,100,100,4.605
Bright and beautiful 1 bedroom Apt.,Upper West Side,Entire home/apt,150,100,5.011
Comfy room in Gramercy Park,Gramercy,Private room,200,100,5.298
Long Island City- Furnished Studio,Long Island City,Entire home/apt,110,100,4.700
Sunny family-friendly 2br & parking,Gowanus,Entire home/apt,165,100,5.106
BLUE SKIES AND GREEN TREES IN NYC.,Flatbush,Private room,180,100,5.193
Large private room in W. Heights,Washington Heights,Private room,40,100,3.689
2 twins bed Private room  in Brooklyn,Flatbush,Private room,40,100,3.689
Apt.-private entrance -Townhouse- 10mins. to JFK,Springfield Gardens,Private room,109,100,4.691
Room Epic View Near Freedom Tower,Tribeca,Private room,100,100,4.605
Parkside Brooklyn Artist Apartment!,Prospect-Lefferts Gardens,Private room,70,100,4.248
Steps Away From Grand Central,Murray Hill,Entire home/apt,198,100,5.288
Refreshing Bushwick Enclave,Bushwick,Private room,50,100,3.912
Comfy Modern Bklyn 1BR + Guest BR,Bedford-Stuyvesant,Entire home/apt,135,100,4.905
Bushwick Room,Bushwick,Private room,35,100,3.555
1 BR Apartment Upper West Side,Upper West Side,Entire home/apt,399,100,5.989
Beautiful bedroom in Ditmas Park!!!,Flatbush,Private room,108,100,4.682
Charming UES PreWar 24/7 Doorman 2 bed/2 bath apt,Upper East Side,Entire home/apt,595,100,6.389
2BR + Roof Top-20min from Manhattan,Park Slope,Entire home/apt,129,100,4.860
"Sunny, cozy, and convenient room in Harlem",Harlem,Private room,88,100,4.477
One room in artsy Williamsburg,Williamsburg,Private room,85,100,4.443
stylish apartment w/ backyard,Greenpoint,Entire home/apt,185,100,5.220
Calm & Quiet in Clinton Hill,Clinton Hill,Entire home/apt,145,100,4.977
RARE! Vintage 2 Bed Artist's Flat,Bedford-Stuyvesant,Entire home/apt,150,100,5.011
Gorgeous apt with amazing views and ideal location,Williamsburg,Entire home/apt,225,100,5.416
Palace For Dreams & Memories,Upper West Side,Private room,75,100,4.317
Big sunny 1BR in Ditmas Park with kitten!,Flatbush,Entire home/apt,50,100,3.912
Lg Prospect Hts Room at Brooklyn&Breakfast,Prospect Heights,Private room,70,100,4.248
Cozy Room & Private Entrance,Crown Heights,Private room,59,100,4.078
Beautiful Home for seasonal rental,East Flatbush,Entire home/apt,150,100,5.011
Private room in WILLIAMSBURG LOFT,Williamsburg,Private room,100,100,4.605
Private Room in Shared Apartment,Kips Bay,Private room,69,100,4.234
Brooklyn's finest by Prospect Park,Prospect-Lefferts Gardens,Entire home/apt,115,100,4.745
Minimal Central Chelsea Studio,West Village,Entire home/apt,120,100,4.787
Large 1 Bdrm for 5; close to Roberta's / Morgan L,Bushwick,Entire home/apt,147,100,4.990
Luxury Upper East Side Apartment,Upper East Side,Entire home/apt,328,100,5.793
NEW Modern Brooklyn 1BR Apt!,Bedford-Stuyvesant,Entire home/apt,85,100,4.443
One bedroom apartment,Bay Ridge,Entire home/apt,60,100,4.094
Cozy Sublet in Brooklyn,Bedford-Stuyvesant,Private room,60,100,4.094
East Williamsburg /Bushwick Room,Williamsburg,Private room,46,100,3.829
Large private bed/bath by Times Sq,Hell's Kitchen,Private room,90,100,4.500
Experience Brooklyn,Williamsburg,Entire home/apt,150,100,5.011
Large Private Room in Greenpoint/ Williamsburg,Greenpoint,Private room,95,100,4.554
Extraordinary One Bedroom Apartment,Crown Heights,Entire home/apt,185,100,5.220
Townhouse Bonus Room w/Private Bath,Prospect Heights,Private room,89,100,4.489
Brooklyn Brownstone In Historic Bed Stuy - LEGAL,Bedford-Stuyvesant,Entire home/apt,67,100,4.205
LAKOU LAKAY- A HOME AWAY FROM HOME,Flatbush,Entire home/apt,125,100,4.828
1 BR in a shared flat East Village,Gramercy,Private room,80,100,4.382
Entire apartment in Williamsburg,Williamsburg,Entire home/apt,199,100,5.293
Room in Nolita with great Rooftop,Nolita,Private room,79,100,4.369
"Centrally Located, Spacious, and Quiet!",Gramercy,Entire home/apt,225,100,5.416
Williamsburg Walk Up,Williamsburg,Entire home/apt,125,100,4.828
"Large, sunny apartment with rooftop",Williamsburg,Entire home/apt,200,100,5.298
"The large, sunny two people room. 20 min to city!!",Sunnyside,Entire home/apt,95,100,4.554
Light-filled urban cabin,Bedford-Stuyvesant,Entire home/apt,400,100,5.991
Beautiful Room in Central Brooklyn House,Park Slope,Private room,65,100,4.174
"Brooklyn Home, Sunny Room, Near Transportation",East Flatbush,Private room,60,100,4.094
"Zen Oasis: Quiet, Comfortable Bushwick Room",Bushwick,Private room,85,100,4.443
2 Bedroom in Gramercy,Gramercy,Entire home/apt,200,100,5.298
Room in cozy Prime-Williamsburg Apt,Williamsburg,Private room,50,100,3.912
"130/night, big and cozy, Brooklyn",Gowanus,Entire home/apt,130,100,4.868
Renovated & Spacious Chelsea Studio,Chelsea,Entire home/apt,215,100,5.371
1 bedroom in The East Village,East Village,Private room,100,100,4.605
Stylish garden apartment,Bedford-Stuyvesant,Entire home/apt,85,100,4.443
Apartment share - Private Bedroom,Carroll Gardens,Private room,75,100,4.317
Prospect Heights BK Studio,Crown Heights,Entire home/apt,105,100,4.654
Bushwick Artist Haven w Private Yard by JMZ subway,Bushwick,Entire home/apt,100,100,4.605
