name,neighbourhood_cleansed,room_type,price,review_scores_rating,price_log
Lower East Dream Room!,East Village,Private room,100,100,4.605
Couch in Studio Apartment in Astoria,Long Island City,Shared room,33,100,3.497
Private Room-Upper East Side,Upper East Side,Private room,70,100,4.248
"#1 Spacious Cozy Room, 30 minutes from Manhattan",Cypress Hills,Private room,42,100,3.738
Two bedrooms with free parking,Flushing,Entire home/apt,139,100,4.934
"Cozy 1 bedroom apt, Quiet, Near metro, East side",Upper East Side,Entire home/apt,150,100,5.011
1 Bed Apartment in Fort Greene with Private Garden,Fort Greene,Entire home/apt,180,100,5.193
Private spacious bedroom near JFK Airport,Richmond Hill,Private room,60,100,4.094
AMAZING 1 bedroom in the heart of Chelsea!,Chelsea,Entire home/apt,275,100,5.617
Huge 1 bedroom apartment on Broadway!,Washington Heights,Private room,59,100,4.078
"Modern, Stylish & Spacious Brooklyn Oasis",Canarsie,Entire home/apt,167,100,5.118
Apartment Duplex Room. (Full size Bed),Brooklyn Heights,Private room,71,100,4.263
Cozy and private room in the East Village,East Village,Private room,95,100,4.554
Private Room in Sunny South Harlem Apt,Harlem,Private room,50,100,3.912
Convenient / Spacious 1BR in Union Square,East Village,Entire home/apt,200,100,5.298
"Sweet Cobble Hill ""tree house""",Cobble Hill,Entire home/apt,125,100,4.828
(30+Day Stay) Comfortable Room with Bathroom 舒適套房,Flushing,Private room,119,100,4.779
(30+Day Stay) Stylish Room with Bathroom 高格調套房,Flushing,Private room,125,100,4.828
Harlem Haven,Harlem,Entire home/apt,100,100,4.605
Lower East Side - Bare Bones,Lower East Side,Entire home/apt,94,100,4.543
Cozy private room in Brooklyn,Bushwick,Private room,70,100,4.248
Hillside Hotel,Jamaica,Hotel room,135,100,4.905
Venice Beach Meets Brooklyn  Stunning Townhouse,Bedford-Stuyvesant,Entire home/apt,550,100,6.310
private room in the Bronx,Clason Point,Private room,80,100,4.382
Dungeon heaven. SOHO loft-feel in Bklyn.❤️❤️❤️❤️❤️,Bedford-Stuyvesant,Entire home/apt,68,100,4.220
"Spacious, private master bed/bath in Bushwick!",Ridgewood,Private room,63,100,4.143
2 Bedrooms PRIVATE BATHROOM AND KITCHEN,West Brighton,Private room,89,100,4.489
Spacious Clean Studio  Apartment,Rosedale,Entire home/apt,60,100,4.094
CHIC & BRIGHT APT ON UES CLOSE TO CENTRAL PARK,Upper East Side,Entire home/apt,155,100,5.043
Specious charming 2 bed room in Williamsburg,Williamsburg,Entire home/apt,108,100,4.682
"Pleasant Room in Lovely Home, quick ride to NYC",Sunset Park,Private room,75,100,4.317
A Brooklyn Muse,Prospect-Lefferts Gardens,Entire home/apt,250,100,5.521
Bushwick Landing Pad,Bushwick,Private room,35,100,3.555
Private room in Bedford / Williamsburg,Williamsburg,Private room,70,100,4.248
Loft Like 1 Bedroom in Dumbo Brooklyn,DUMBO,Entire home/apt,195,100,5.273
Kozy Kingsbridge,Kingsbridge,Private room,75,100,4.317
One Bedroom Apartment + Private Terrace,Boerum Hill,Entire home/apt,98,100,4.585
1 bedroom presidential wyndham NYC,Midtown,Private room,100,100,4.605
Blissful Brooklyn Oasis - Close to Subway Lines,Bensonhurst,Private room,57,100,4.043
Spacious 1BR on the border of West Village/Chelsea,Chelsea,Entire home/apt,200,100,5.298
2nd Street Sanctuary,East Village,Entire home/apt,175,100,5.165
Spacious studio with private garden near The Met,Upper East Side,Entire home/apt,145,100,4.977
The Astoria House: private 1B apt in NYC,Ditmars Steinway,Entire home/apt,170,100,5.136
Convenient 3 Bedroom w/ Large Terrace in Flushing,Flushing,Entire home/apt,180,100,5.193
Cozy Retreat on Atlantic Ave,Bedford-Stuyvesant,Entire home/apt,200,100,5.298
Brooklyn State of Mind - The Artist Loft,Williamsburg,Entire home/apt,400,100,5.991
The North House:Large NYC home 15 Min to Manhattan,Bedford-Stuyvesant,Entire home/apt,789,100,6.671
Spacious private room in Williamsburg,Williamsburg,Private room,70,100,4.248
Bedroom with Manhattan view (females only),Roosevelt Island,Private room,60,100,4.094
Luxury Home away from home in NYC!,Middle Village,Entire home/apt,140,100,4.942
Bushwick modern luxury: Private bedroom & bathroom,Bushwick,Private room,80,100,4.382
Entire Loft with Private Bath plus Free Parking,Flushing,Entire home/apt,89,100,4.489
Incredible East Village Apartment on St Marks!,East Village,Entire home/apt,150,100,5.011
"Landmark 2bdrm Apt, Near Subway 20min to Manhattan",Crown Heights,Entire home/apt,127,100,4.844
Spacious & Spectacular,Bedford-Stuyvesant,Private room,115,100,4.745
Beauty of New York!,Upper East Side,Entire home/apt,123,100,4.812
Little Italian Manor,Nolita,Private room,81,100,4.394
"Private, Sunny, lofted bedroom in Bushwick, BK",Bushwick,Private room,44,100,3.784
Large bedroom in spacious prime Williamsburg apt,Williamsburg,Private room,105,100,4.654
Beautiful home in Crown Heights,Crown Heights,Entire home/apt,100,100,4.605
"Sunny room, artistic modern building near subway",East Harlem,Private room,90,100,4.500
Sunny and quiet place in Williamsburg.,Williamsburg,Private room,75,100,4.317
Newly renovated heart of Williamsburg great views,Williamsburg,Private room,65,100,4.174
Lovely and cozy apartment in Williamsburg,Williamsburg,Private room,90,100,4.500
Pretty bedroom for rent in Queens NYC - August,Ridgewood,Private room,50,100,3.912
Cozy one bedroom apt in artsy Brooklyn Brownstone,Fort Greene,Entire home/apt,100,100,4.605
Spacious one bedroom in heart of east village,East Village,Entire home/apt,176,100,5.170
Big Sunny 1BR near the subway - 20 mins to NYC!,Crown Heights,Entire home/apt,100,100,4.605
Upper East Side Space and Access!!,Upper East Side,Private room,187,100,5.231
Beautiful newly renovated home-Long stays welcome!,Woodhaven,Private room,70,100,4.248
Private Room Spacious Apartment UES/Spanish Harlem,East Harlem,Private room,76,100,4.331
"Spacious, sunny studio apt in East Village, NYC",Gramercy,Entire home/apt,175,100,5.165
"Modern townhouse in Clinton Hill, Brooklyn",Fort Greene,Entire home/apt,350,100,5.858
"Lovely, Cozy Room in Inwood",Inwood,Private room,65,100,4.174
"Two B/Rm (2-3 guests) Near Beach, A/air train, JFK",Arverne,Private room,50,100,3.912
"SHARED SPACE comfy “Twin bed"" next to LGA AIRPORT",Corona,Shared room,37,100,3.611
"Beautiful Double Room in the heart of Astoria, NY",Astoria,Private room,48,100,3.871
Nolita Home,Nolita,Entire home/apt,300,100,5.704
10 min from JFK 2 bedroom with bathroom,Cambria Heights,Private room,120,100,4.787
Large one separate bedroom,East Harlem,Entire home/apt,135,100,4.905
Harlem Haven Cozy Private Bed & Bath,Harlem,Private room,135,100,4.905
Smart Manhattan Flat (upper east side),Upper East Side,Private room,72,100,4.277
Light filled apartment in Sunset Park,Sunset Park,Entire home/apt,90,100,4.500
Amazing rooftop for unforgettable stay in New York,East Harlem,Private room,120,100,4.787
Chelsea Condo near High line,Chelsea,Entire home/apt,200,100,5.298
COZY STUDIO APT IN HEART OF CHELSEA,Chelsea,Entire home/apt,128,100,4.852
"Sunny, modern Clinton Hill Apartment",Bedford-Stuyvesant,Entire home/apt,100,100,4.605
UPPER WEST SIDE | 1 BEDROOM |  Lincoln Center,Upper West Side,Entire home/apt,190,100,5.247
Beautiful and Modern Brooklyn Apartment,Bedford-Stuyvesant,Entire home/apt,150,100,5.011
Spacious and clean bedroom in Washington Heights,Washington Heights,Private room,50,100,3.912
Fm,Belmont,Shared room,110,100,4.700
Lovely Apartment 1bd Clean & Quiet. You'll love it,Bay Ridge,Entire home/apt,60,100,4.094
"Luxurious, Beautiful, Spacious 2BR in Williamsburg",Williamsburg,Entire home/apt,175,100,5.165
Great 1 Bedroom duplex apt in Kips-Bay/MurrayHill,Kips Bay,Entire home/apt,229,100,5.434
Great private room in the heart of Williamsburg,Williamsburg,Private room,84,100,4.431
Mi Casa su Casa!,Washington Heights,Entire home/apt,80,100,4.382
❤️Private Suite w Balcony ❤️25 Mins to NYC,Elmhurst,Private room,120,100,4.787
Chic & Sleek Mid-Century Styled Apt,Crown Heights,Entire home/apt,100,100,4.605
Charming apartment + private patio in Times Square,Theater District,Entire home/apt,210,100,5.347
Spacious Loft with Designer Layout,Williamsburg,Entire home/apt,260,100,5.561
Modern Front Apartment in Brooklyn!,Bensonhurst,Entire home/apt,99,100,4.595
Charming Private Room in the heart of East Village,East Village,Private room,125,100,4.828
Modern room in renovated Williamsburg apartment,Williamsburg,Private room,80,100,4.382
"Cozy Room in Beautiful Harlem Apartment, NYC!",Harlem,Private room,69,100,4.234
Spacious Sunny Living Room in Prime Brooklyn,Clinton Hill,Private room,40,100,3.689
Sunlit giant apt in the privileged Upper East,Upper East Side,Private room,135,100,4.905
Bright 3-bedroom apartment in beautiful Brooklyn,East Flatbush,Entire home/apt,103,100,4.635
ABSOLUTE PRIVACY - 10 Mins to JFK 20 Mins to LGA!,Queens Village,Entire home/apt,110,100,4.700
Affordable Stay a few minutes from Coney Island.,Brighton Beach,Private room,65,100,4.174
East Williamsburg Hideaway House,Williamsburg,Private room,52,100,3.951
Cozy Studio Upper East Side,Upper East Side,Entire home/apt,125,100,4.828
Elegant Private Room in Midtown West,Hell's Kitchen,Private room,129,100,4.860
Exclusive Modern Private Room in Hells Kitchen,Hell's Kitchen,Private room,129,100,4.860
Trendy Private Room in Midtown West,Hell's Kitchen,Private room,129,100,4.860
UPPER WEST SIDE - WEST END AVENUE AND 65TH ST,Upper West Side,Entire home/apt,190,100,5.247
Modern Comfort Room w/ Patio 7 mins to Manhattan,Longwood,Private room,70,100,4.248
"Central location in Midtown, doorman building",Midtown,Private room,99,100,4.595
"Luxury, affordable and seconds from trains",Williamsbridge,Private room,90,100,4.500
Cozy private room in Hamilton Heights in Manhattan,Harlem,Private room,60,100,4.094
Lovely 1  bedroom apartment with large balcony.,Kensington,Entire home/apt,89,100,4.489
"Gorgeous UWS apt, close to culture and nature!",Upper West Side,Entire home/apt,187,100,5.231
Cool Astoria Apartment minutes from Manhattan,Astoria,Entire home/apt,95,100,4.554
Peaceful space,Bushwick,Private room,45,100,3.807
Spacious 3 BDR APT Brooklyn Sleeps 12!,East Flatbush,Entire home/apt,144,100,4.970
Huge 1 BR Manhattan Apt-5 mins to express Q train,Upper East Side,Entire home/apt,140,100,4.942
Crown Heights 2 Bedroom Apt.,Crown Heights,Private room,90,100,4.500
The City Farmhouse APT A **MONTHLY RENTALS**,Astoria,Entire home/apt,200,100,5.298
Cozy room with a bathroom,Ridgewood,Private room,48,100,3.871
Lower East Side Getaway,Lower East Side,Private room,69,100,4.234
Fanta Sea Home,Brownsville,Private room,90,100,4.500
1 bedroom in 3 bedroom apartment,Ridgewood,Private room,45,100,3.807
Spacious 1 Bedroom in East Village,East Village,Entire home/apt,100,100,4.605
Beautiful sunny room in Central Brooklyn/Bed-Stuy,Bedford-Stuyvesant,Private room,40,100,3.689
Short ride into the city from Astoria,Astoria,Private room,47,100,3.850
Home away from home,Upper West Side,Shared room,50,100,3.912
Lightfilled room in Clinton Hill Loft,Bedford-Stuyvesant,Private room,45,100,3.807
"Cozy, Bright, Bohemian Space in the East Village",East Village,Entire home/apt,125,100,4.828
Perfect Grand Central apartment,Midtown,Entire home/apt,325,100,5.784
Spacious room in Williamsburg.,Williamsburg,Private room,55,100,4.007
"Cozy, Quite, Private, Near LGA",Elmhurst,Private room,39,100,3.664
"spacious and sunny room, with a rooftop",Ridgewood,Private room,85,100,4.443
Ideal Private Room in the Heart of Williamsburg,Williamsburg,Private room,80,100,4.382
Cozy & Quiet Harlem Studio,Harlem,Entire home/apt,120,100,4.787
"Charming, Sunlit 1-Bedroom on Upper East Side",Upper East Side,Entire home/apt,120,100,4.787
"Clean, Cute Williamsburg Apt, Steps from train!",Williamsburg,Entire home/apt,198,100,5.288
Cozy and small apartment. Perfect for couples.,East Harlem,Entire home/apt,149,100,5.004
1BR in Luxury Financial District Highrise,Financial District,Private room,55,100,4.007
Château Sharif - Cozy Washington Heights Studio,Washington Heights,Entire home/apt,100,100,4.605
Garden duplex in classic brownstone,Carroll Gardens,Entire home/apt,225,100,5.416
Large Williamsburg Bedroom,Williamsburg,Private room,60,100,4.094
Private room 1 block from train,Bushwick,Private room,57,100,4.043
Cozy bedroom in East Williamsburg loft.,Williamsburg,Private room,95,100,4.554
NYC Live the NYC Bohemian lifestyle East Harlem,East Harlem,Entire home/apt,100,100,4.605
Master Bedroom in Penthouse Duplex Private Terrace,Williamsburg,Private room,600,100,6.397
Williamsburg Brooklyn,Williamsburg,Entire home/apt,200,100,5.298
"Peaceful Private Attic Bedroom, Living Room & Bath",City Island,Private room,80,100,4.382
"Prime Wburg, spacious and sunny",Williamsburg,Entire home/apt,116,100,4.754
Great & convenient location in East Village!,East Village,Private room,75,100,4.317
"Large room in a beautiful, easy-commute apartment",Crown Heights,Private room,50,100,3.912
Gorgeous and Spacious Brooklyn 3 Bedroom Gateway,Crown Heights,Entire home/apt,199,100,5.293
Opera Loft | Large full floor loft on Fifth Avenue,Flatiron District,Entire home/apt,750,100,6.620
"Kew Gardens, New York",Kew Gardens,Entire home/apt,150,100,5.011
Cute 1-bedroom uptown apt,Harlem,Entire home/apt,120,100,4.787
Newly renovated studio in heart of Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,100,4.595
"LARGE 3 bed on UWS, Steps to Central Park, Subway",Upper West Side,Entire home/apt,325,100,5.784
Cozy one bedroom in Lower East Side #10243,Lower East Side,Entire home/apt,225,100,5.416
Cozy and Charming Brooklyn 1-Bedroom with Balcony,Crown Heights,Entire home/apt,150,100,5.011
Cute & Cosy in West Village,West Village,Entire home/apt,150,100,5.011
Boho Brooklyn nest,Williamsburg,Entire home/apt,210,100,5.347
Bright and spacious room in prime Bushwick!,Bushwick,Private room,55,100,4.007
"Cozy & Cheap BK Nook, Easy Access to Manhattan",Fort Greene,Entire home/apt,108,100,4.682
1 Room in Spacious Harlem Manhattan 3BR Home,Harlem,Private room,50,100,3.912
Big 3 Bedroom Garden Level Apartment Near Subway,Claremont Village,Entire home/apt,72,100,4.277
"@Ferry,Large Private Rm,Renovated/Stylish,Views...",St. George,Private room,33,100,3.497
Charming Townhouse duplex in Chelsea,Chelsea,Entire home/apt,500,100,6.215
"#3 Bright And Cozy Room, 30 minutes to Manhattan",Cypress Hills,Private room,42,100,3.738
"Spacious, Airy, Private Bedroom",Washington Heights,Private room,87,100,4.466
The Magnificent,Parkchester,Private room,45,100,3.807
"Cozy, Charming, Quaint Home in The World's Borough",Whitestone,Private room,89,100,4.489
Elegant Arty Studio In Brooklyn,Boerum Hill,Entire home/apt,150,100,5.011
Cool Room + Private Bathroom | Hip Location!,Bushwick,Private room,75,100,4.317
Beautiful two bedroom apt in Crown Heights/Bedsty,Crown Heights,Entire home/apt,200,100,5.298
Upper East Dream Apartment Stunning 1 Bed Room.,Upper East Side,Entire home/apt,115,100,4.745
Beautiful queens apartment! 10 minutes to NYC,Astoria,Entire home/apt,165,100,5.106
Mundo's World,Bushwick,Private room,60,100,4.094
Sunny room with a Balcony in Prospect Heights,Crown Heights,Private room,59,100,4.078
Bright Room in the great neighborhood ofPark Slope,Windsor Terrace,Private room,49,100,3.892
Cozy The East Village 1BD,East Village,Entire home/apt,150,100,5.011
Cozy and Charming Private Room in Lower East Side,Lower East Side,Private room,77,100,4.344
Charming 1bed with a backyard. Great Location,Windsor Terrace,Entire home/apt,99,100,4.595
Bright mid-century brownstone apt,Bedford-Stuyvesant,Entire home/apt,120,100,4.787
Lovely Park Slope 1BR / 2BA with outdoor space,Park Slope,Entire home/apt,175,100,5.165
Brooklyn 1-Bedroom with Skyline Views,Bedford-Stuyvesant,Private room,60,100,4.094
Central Harlem- 15 Min to Times Square,Harlem,Entire home/apt,250,100,5.521
Clean and Bright Room with AC! BUSHWICK/RIDGEWOOD,Ridgewood,Private room,30,100,3.401
Art Lovers Paradise in Upper Manhattan,Washington Heights,Private room,99,100,4.595
Spacious Alcove Studio in Midtown for 3 people,Hell's Kitchen,Entire home/apt,200,100,5.298
"#2 Newly Renovated Room , 30 minutes to Manhattan",Cypress Hills,Private room,42,100,3.738
Cozy and bright room in Morningside Heights,Morningside Heights,Private room,48,100,3.871
Cozy & Quiet Private UES Room,Upper East Side,Private room,55,100,4.007
"Not Fancy, but Location+Value +Cozy !",Chinatown,Entire home/apt,115,100,4.745
Stay at my Studio! Clean Cozy Studio - FT GREENE,Fort Greene,Entire home/apt,100,100,4.605
Sunny Apartment in Brooklyn,Crown Heights,Entire home/apt,175,100,5.165
Lovely 1 bedroom Manhattan flat in Spanish Harlem,East Harlem,Private room,150,100,5.011
Luxury 2 Beds 1 Bath by  lincoln center,Upper West Side,Entire home/apt,225,100,5.416
Calm and cozy bedstuy room,Bedford-Stuyvesant,Private room,27,100,3.296
Charming studio in the heart of Williamsburg,Williamsburg,Entire home/apt,101,100,4.615
"Upper West side,Lincoln center,Luxury 2Bed 2Bath",Upper West Side,Entire home/apt,255,100,5.541
"Upper West side, 2 bed 2 Bath",Upper West Side,Entire home/apt,320,100,5.768
Spacious & Light 2 Bedroom Apartment,Crown Heights,Entire home/apt,87,100,4.466
"Fun studio apartment in Washington Heights, NYC",Washington Heights,Entire home/apt,60,100,4.094
Cozy Room in the Heart of Williamsburg,Williamsburg,Private room,85,100,4.443
Luxury Apartment in NYC Financial District,Financial District,Entire home/apt,199,100,5.293
Coolest Apartment at Great Location!!,Chinatown,Entire home/apt,320,100,5.768
Private Room in Park Slope Loft/Townhouse,Park Slope,Private room,88,100,4.477
Huge Space in Brooklyn's Most Beautiful Area,Prospect Heights,Private room,85,100,4.443
"Plant-filled, sunny Clinton Hill studio",Clinton Hill,Entire home/apt,83,100,4.419
Large Studio in the HEART OF MANHATTAN,Hell's Kitchen,Entire home/apt,176,100,5.170
"perfect place for tourist, near subway, restaurant",Harlem,Private room,100,100,4.605
"Cozy Room in Heart of SoHo near NYU, WSP, Subway",Greenwich Village,Private room,100,100,4.605
RELAX & UNWIND - Classy Unique HOUSE for 9 People,Randall Manor,Entire home/apt,135,100,4.905
Amazing Soho Loft,SoHo,Entire home/apt,250,100,5.521
Brooklyn Backyard Oasis,Bay Ridge,Entire home/apt,125,100,4.828
Cozy 1 bedroom in the heart of E. Village,East Village,Entire home/apt,160,100,5.075
"Nice walk-in studio in  Sheepshead Bay, Brooklyn",Sheepshead Bay,Entire home/apt,95,100,4.554
"Luxury Williamsburg duplex, private roof terrace",Williamsburg,Entire home/apt,250,100,5.521
Chic East Village 1 bed apt,East Village,Entire home/apt,175,100,5.165
Charming 1br on historic East Village block,East Village,Entire home/apt,192,100,5.257
Nice and safe,Ditmars Steinway,Private room,69,100,4.234
Spacious loft with Balcony sleeps TWO,Bedford-Stuyvesant,Entire home/apt,95,100,4.554
NEW YORK CENTRAL APARTMENT/TIME SQUARE,Hell's Kitchen,Entire home/apt,300,100,5.704
Room in a Huge Loft Apartment,Williamsburg,Private room,60,100,4.094
Brand NEW & SIMPLE apt in quiet Chinatown,Two Bridges,Private room,105,100,4.654
Micheal's Apartment in Harlem,Harlem,Private room,80,100,4.382
Luxury Private Bedroom (near JFK),Jamaica,Private room,65,100,4.174
Close to all NYC! Perfect place and cozy room,Hell's Kitchen,Private room,89,100,4.489
SoHo studio,Nolita,Entire home/apt,200,100,5.298
BRIGHT LUXURIOUS MASTER BEDROOM,Ditmars Steinway,Private room,59,100,4.078
SUNNY PRIVATE ROOM,Ditmars Steinway,Private room,55,100,4.007
GORGEOUS LARGE BDR CLOSE TO MANHATTAN,Ditmars Steinway,Private room,60,100,4.094
Awesome Times Square 1 BR Loft in City Centre,Hell's Kitchen,Entire home/apt,199,100,5.293
Cool Studio in Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,100,4.787
great area in East Williamsburg,Bedford-Stuyvesant,Private room,35,100,3.555
ॐ Private Room in Yoga Retreat Center - Brooklyn-2,Gowanus,Private room,79,100,4.369
Cozy Brightly Lit Room in Huge Loft Space,Williamsburg,Private room,65,100,4.174
Bright & Sunny Bedroom in Brooklyn,Crown Heights,Private room,65,100,4.174
Artist Loft in Prime trendy East Williamsburg!,Bushwick,Entire home/apt,140,100,4.942
Room,Concourse,Private room,40,100,3.689
"Modern, big and comfy space in the heart of NYC",Mount Hope,Entire home/apt,250,100,5.521
Cozy Studio in midtown Manhattan,Murray Hill,Entire home/apt,150,100,5.011
Awesome 2 Bedroom Brooklyn Apartment / Sleeps 6,Clinton Hill,Entire home/apt,300,100,5.704
Cozy And Quiet Getaway (Queen Size Bed),Concord,Private room,34,100,3.526
Sun Drenched Apartment,Ridgewood,Entire home/apt,80,100,4.382
Traveler/Student Prvt Rm w/  1/2 Bath (001),Concord,Private room,35,100,3.555
105 Wilson,Bushwick,Private room,75,100,4.317
Cozy And Quiet Single Room  (003) A/c in sunmmer,Concord,Private room,33,100,3.497
AMAZING STUDIO AT THE TIME SQUARE AREA.,Hell's Kitchen,Entire home/apt,130,100,4.868
Welcome 2 rooms 10 min to airports 30 mins to NYC,Bellerose,Private room,60,100,4.094
West / Greenwich Village Apartment Private Bedroom,Greenwich Village,Private room,150,100,5.011
Charming studio in midtown east Manhattan,Murray Hill,Entire home/apt,150,100,5.011
Huge Sunny room in BedStuy (musician friendly),Bedford-Stuyvesant,Private room,100,100,4.605
Classic Williamsburg Apartment.,Williamsburg,Entire home/apt,90,100,4.500
Home away from home.,Flatlands,Private room,46,100,3.829
Sunny and Airy FiDi Studio,Financial District,Entire home/apt,200,100,5.298
Entire Historic Brownstone Apartment-Outdoor Space,Bedford-Stuyvesant,Entire home/apt,160,100,5.075
Charming 2B/2BR in the heart of the West Village,West Village,Entire home/apt,599,100,6.395
Private Bedroom in Large Astoria apartment,Ditmars Steinway,Private room,105,100,4.654
The Bedford,Williamsburg,Entire home/apt,175,100,5.165
"Sunny, quiet room next to Seaview Park w/AC",Canarsie,Private room,80,100,4.382
"Apartment for One Person Midtown, Doorman Building",Midtown,Entire home/apt,105,100,4.654
AMAZING ONE BEDROOM AT THE TIME SQUARE AREA.,Hell's Kitchen,Entire home/apt,140,100,4.942
Kensington/Ditmas Park Single family home,Kensington,Entire home/apt,160,100,5.075
Spacious & Serene in the Heart of Brooklyn Heights,Brooklyn Heights,Entire home/apt,200,100,5.298
Bedford-Stuyvesant Heights- 2 Bedroom-Mins to NYC,Bedford-Stuyvesant,Entire home/apt,75,100,4.317
BK Master bedroom with King sized bed,Park Slope,Private room,97,100,4.575
Comfortable PRIVATE ROOM in a great location,Upper West Side,Private room,89,100,4.489
Quiet Rare Superb West Village Apartment.,West Village,Entire home/apt,205,100,5.323
AMAZING STUDIO AT THE TIME SQUARE AREA.,Hell's Kitchen,Entire home/apt,130,100,4.868
Bright Bedroom in Brooklyn Home,Williamsburg,Private room,50,100,3.912
Classic Artist Loft,Columbia St,Entire home/apt,149,100,5.004
Brooklyn Basement,Bedford-Stuyvesant,Shared room,200,100,5.298
"Sunny, Spacious Brooklyn Room & Private Backyard",Williamsburg,Private room,60,100,4.094
Dupont Duplex,Greenpoint,Entire home/apt,200,100,5.298
Oasis 1 FurnishedRoom Manhattan NextoCentral Park,Upper West Side,Private room,94,100,4.543
Sunny Private Room in Harlem,Harlem,Shared room,65,100,4.174
The Heart of Harlem,East Harlem,Private room,55,100,4.007
Lovely loft with waterfront view,Williamsburg,Private room,140,100,4.942
"Great apartment , Astoria , NYC .",Astoria,Private room,65,100,4.174
Sweet Greenwich & West Village Apartment 2 Bedroom,Greenwich Village,Entire home/apt,298,100,5.697
BEAUTIFUL PRIVATE ROOM,Ditmars Steinway,Private room,45,100,3.807
Spacious  2 BDR APT BROOKLYN Sleeps 8!,East Flatbush,Entire home/apt,93,100,4.533
luxury for a discount,Civic Center,Entire home/apt,210,100,5.347
LARGE BEDROOM WITH ROOFTOP/WASHER/DRYER,Upper East Side,Private room,100,100,4.605
Huge Loft Space in Red Hook,Red Hook,Entire home/apt,145,100,4.977
Heart of Bushwick,Bushwick,Entire home/apt,50,100,3.912
"Sunny, Bright, & VERY Spacious! 2BR-Gramercy Park",Gramercy,Entire home/apt,280,100,5.635
Bright kid-friendly apartment near the Navy Yard.,Fort Greene,Entire home/apt,136,100,4.913
"Prewar duplex, 3 bedrooms, minutes from everything",Brooklyn Heights,Entire home/apt,585,100,6.372
Brand New Luxury 1BR 12 Mins from midtown,Astoria,Entire home/apt,200,100,5.298
Artsy 1BR/1BA high wood ceilings steps from water,Williamsburg,Entire home/apt,180,100,5.193
Hendrix Street Gem Rm #2,East New York,Private room,40,100,3.689
Hendrix Street Gem Rm #3,East New York,Private room,40,100,3.689
Modern large 2 bedroom steps from Central Park!,Upper East Side,Entire home/apt,795,100,6.678
Spacious 2 Bedroom at the heart of East Village,East Village,Entire home/apt,130,100,4.868
Large 1st floor apartment at fantastic location!,Astoria,Entire home/apt,80,100,4.382
Sanjay's Art Lab - Prime LES - Quintessential NYC,Lower East Side,Entire home/apt,50,100,3.912
"Artist's Townhouse w/ garden, grill -near subway",Gowanus,Entire home/apt,298,100,5.697
Beautiful Bedroom in Washington Heights,Washington Heights,Private room,55,100,4.007
Bedroom and own bathroom in Chelsea apartment,Chelsea,Private room,110,100,4.700
Downtown Brooklyn Condo,Bedford-Stuyvesant,Entire home/apt,145,100,4.977
"Brooklyn Amazing Deal! Bright, Cozy Apartment",Sheepshead Bay,Entire home/apt,140,100,4.942
Quiet and Cozy | BEST LOCATION in NYC,Gramercy,Entire home/apt,125,100,4.828
Cozy 1 bdrm apt in the heart of hippest LES hood,Lower East Side,Entire home/apt,115,100,4.745
Private room in the heart of Williamsburg,Williamsburg,Private room,50,100,3.912
Esteem's Place,Parkchester,Shared room,26,100,3.258
"Spacious, comfy 2 BR near park & trains",Prospect-Lefferts Gardens,Entire home/apt,116,100,4.754
Large bedroom near trains & park,Prospect-Lefferts Gardens,Private room,38,100,3.638
Room in artist loft with waterfront view,Williamsburg,Private room,110,100,4.700
1 Room in Bushwick *Females only*,Bushwick,Private room,32,100,3.466
Sun-Filled Apartment with Excellent Location,Fort Greene,Entire home/apt,149,100,5.004
"Sheepshead Bay, 1-bdr apartment. Close to all!",Sheepshead Bay,Entire home/apt,130,100,4.868
Jolly Bedroom! 3 minute walk to Astoria Ditmars!,Ditmars Steinway,Private room,75,100,4.317
Sun soaked apartment in the Friends Building,West Village,Entire home/apt,350,100,5.858
"Sunny Fort Greene room with A/C, high ceilings",Fort Greene,Private room,62,100,4.127
Bohemian cozy,East Village,Entire home/apt,110,100,4.700
Private Bedroom in Luxury Uptown Condo,Washington Heights,Private room,80,100,4.382
Great Room on Kips Bay,Kips Bay,Private room,120,100,4.787
Sunny loft in heart of Crown Heights,Crown Heights,Private room,57,100,4.043
"Big, Bright, Beautiful Private Apartment",East Village,Entire home/apt,199,100,5.293
Private room (bright and clean) Manhattan NYC,East Harlem,Private room,44,100,3.784
Huge Private Bedroom in Harlem,Harlem,Private room,100,100,4.605
"SUNNY, LARGE DUPLEX Chelsea 2BR 2BA with PIANO",Chelsea,Entire home/apt,500,100,6.215
Private long room in Manhattan NYC,East Harlem,Private room,46,100,3.829
Beautifully Decorated 1 Bedroom w/ Large Terrace,Flushing,Entire home/apt,140,100,4.942
Private room (cozy and clean) Manhattan NYC,East Harlem,Private room,41,100,3.714
Workspace Room 2 - 2,Bushwick,Private room,35,100,3.555
Newly Renovated/Private Apt/1-br by Park and Metro,Crown Heights,Entire home/apt,114,100,4.736
Lovely City Retreat,Elmhurst,Private room,57,100,4.043
Private comfortable room in BK close to Manhattan,Bedford-Stuyvesant,Private room,40,100,3.689
Large Room With 2 Queen Beds Close to Metro,Bedford-Stuyvesant,Private room,60,100,4.094
Classic Manhattan Loft Apartment,NoHo,Entire home/apt,137,100,4.920
Beautiful single bedrm in 19th century townhouse,Crown Heights,Private room,32,100,3.466
"Light, Large Private Bedroom in 1865 townhouse",Crown Heights,Private room,80,100,4.382
